City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Oksfjord,NO,70.2396,22.3479,44.67,83,69,9.6,broken clouds
345,Kosh-Agach,RU,50.0,88.6667,41.31,58,0,5.1,clear sky
346,Nome,US,64.5011,-165.4064,47.16,34,1,16.11,clear sky
347,Ouesso,CG,1.6136,16.0517,75.72,81,97,3.62,overcast clouds
348,Shetpe,KZ,44.1667,52.1167,78.66,35,46,5.99,scattered clouds
349,Kalaiya,NP,27.0327,85.0022,82.78,67,16,7.65,few clouds
350,Betare Oya,CM,5.6,14.0833,72.54,88,64,3.96,moderate rain
351,Yulara,AU,-25.2406,130.9889,48.04,66,76,6.91,broken clouds
352,Mahanoro,MG,-19.9,48.8,70.56,87,0,6.29,clear sky
353,Voljevac,BA,43.8786,17.6592,54.07,84,95,4.59,overcast clouds
354,Ahipara,NZ,-35.1667,173.1667,54.72,74,52,12.33,broken clouds
355,Marolambo,MG,-20.05,48.1167,63.23,98,3,1.9,clear sky
356,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,71,72,3.13,broken clouds
357,Mitsamiouli,KM,-11.3847,43.2844,78.44,72,32,6.08,scattered clouds
358,Kununurra,AU,-15.7667,128.7333,58.98,82,79,2.3,broken clouds
359,Mezhdurechensk,RU,53.6942,88.0603,41.76,78,92,1.12,overcast clouds
360,Jaisalmer,IN,26.9147,70.9181,93.97,38,0,20.47,clear sky
361,Khash,IR,28.2211,61.2158,82.58,11,0,6.13,clear sky
362,Puerto Narino,CO,-3.7703,-70.3831,89.55,46,32,2.68,scattered clouds
363,Margate,GB,51.3813,1.3862,60.51,67,0,5.99,clear sky
364,Moose Factory,CA,51.2585,-80.6094,64.72,22,15,4.99,few clouds
365,Alvaraes,BR,-3.2208,-64.8042,89.47,56,36,2.68,scattered clouds
366,Umm Lajj,SA,25.0213,37.2685,85.26,60,95,6.06,overcast clouds
367,Eureka,US,40.8021,-124.1637,54.93,85,31,1.01,scattered clouds
368,Santa Catarina Mita,GT,14.45,-89.75,78.73,67,96,3.65,overcast clouds
369,Sula,PH,15.4573,120.3955,80.89,87,91,1.88,overcast clouds
370,Nivala,FI,63.9167,24.9667,50.68,51,7,3.96,clear sky
371,Imperial Beach,US,32.5839,-117.1131,77.77,75,90,3.0,overcast clouds
372,Payyannur,IN,12.1,75.2,78.49,87,100,3.11,overcast clouds
373,Castro-Urdiales,ES,43.3829,-3.2204,64.62,77,65,5.7,broken clouds
374,Oktyabrskiy,RU,54.4815,53.471,63.59,79,95,4.18,moderate rain
375,Providencia,MX,28.7167,-111.5833,96.85,33,21,12.33,few clouds
376,Olafsvik,IS,64.8945,-23.7142,45.73,86,67,26.17,moderate rain
377,Araouane,ML,18.9048,-3.5265,106.97,12,33,10.56,scattered clouds
378,Hay River,CA,60.8156,-115.7999,54.95,45,23,4.5,few clouds
379,Axim,GH,4.8699,-2.2405,81.86,78,84,9.06,broken clouds
380,Kaduqli,SD,11.0167,29.7167,93.51,30,76,3.13,broken clouds
381,Hokitika,NZ,-42.7167,170.9667,49.19,86,100,10.11,light rain
382,Los Algarrobos,PA,8.5,-82.4333,88.21,58,40,4.03,scattered clouds
383,Sisimiut,GL,66.9395,-53.6735,48.25,51,100,10.87,overcast clouds
384,Flinders,AU,-34.5833,150.8552,55.2,71,100,5.99,overcast clouds
385,Udachnyy,RU,66.4167,112.4,50.86,62,5,7.0,clear sky
386,Lasa,IT,46.6166,10.7002,62.51,87,91,6.38,overcast clouds
387,Montepuez,MZ,-13.1256,38.9997,68.05,62,38,4.59,scattered clouds
388,Lakatoro,VU,-16.0999,167.4164,72.9,70,86,6.78,overcast clouds
389,Ballina,AU,-28.8667,153.5667,52.95,77,98,15.23,overcast clouds
390,Saldanha,ZA,-33.0117,17.9442,59.38,84,99,9.04,overcast clouds
391,Huatusco,MX,19.15,-96.95,80.58,58,88,6.11,overcast clouds
392,Westport,US,41.1415,-73.3579,51.89,91,90,1.99,overcast clouds
393,Kota Belud,MY,6.351,116.4305,78.66,92,95,3.58,overcast clouds
394,Varhaug,NO,58.6147,5.6457,57.85,78,22,14.92,light rain
395,Sabha,LY,27.0377,14.4283,98.24,9,0,5.5,clear sky
396,Venado Tuerto,AR,-33.7456,-61.9688,61.9,38,8,9.19,clear sky
397,Kuloy,RU,61.0305,42.4925,41.07,69,96,7.38,overcast clouds
398,Den Helder,NL,52.9599,4.7593,59.02,78,32,8.05,scattered clouds
399,Ambilobe,MG,-13.2,49.05,72.36,83,36,3.18,scattered clouds
400,Basak,PH,6.7274,124.1512,73.31,85,68,1.52,moderate rain
401,Taksimo,RU,56.3444,114.8794,47.59,79,100,4.61,light rain
402,Bowen,AU,-20.0167,148.2333,63.12,91,41,12.48,scattered clouds
403,Estelle,US,29.8458,-90.1067,83.03,66,75,5.75,broken clouds
404,Kirensk,RU,57.7853,108.1119,35.58,90,100,3.13,overcast clouds
405,Midleton,IE,51.9153,-8.1805,64.06,79,56,5.57,broken clouds
406,Buala,SB,-8.145,159.5921,76.87,88,100,4.07,overcast clouds
407,Ucluelet,CA,48.9329,-125.5528,63.09,79,86,2.82,overcast clouds
408,Waingapu,ID,-9.6567,120.2641,75.02,85,95,6.24,overcast clouds
409,Karachi,PK,24.9056,67.0822,85.82,70,40,9.22,scattered clouds
410,Kaliua,TZ,-5.0606,31.7936,70.88,60,74,3.27,broken clouds
411,Pryvillya,UA,49.015,38.3046,62.35,90,96,4.41,heavy intensity rain
412,Teguise,ES,29.0605,-13.564,66.42,78,20,12.95,few clouds
413,Plover,US,44.4564,-89.544,63.64,31,1,4.61,clear sky
414,Mahajanga,MG,-15.7167,46.3167,77.02,73,20,4.61,few clouds
415,Oeiras,BR,-7.0253,-42.1311,98.17,18,25,6.55,scattered clouds
416,Harsin,IR,34.2721,47.5861,70.61,19,0,3.94,clear sky
417,Nyurba,RU,63.2842,118.3319,50.31,57,15,2.73,few clouds
418,Nanakuli,US,21.3906,-158.1547,80.04,61,1,4.74,clear sky
419,Paamiut,GL,61.994,-49.6678,35.83,88,100,4.38,overcast clouds
420,Yamada,JP,39.4667,141.95,55.35,83,27,5.1,scattered clouds
421,Aloleng,PH,16.1307,119.7824,84.25,78,75,8.05,broken clouds
422,Sakakah,SA,29.9697,40.2064,91.13,12,0,7.18,clear sky
423,Karratha,AU,-20.7377,116.8463,72.09,66,100,8.9,light rain
424,Mto Wa Mbu,TZ,-3.35,35.85,68.95,79,69,2.1,broken clouds
425,Sunyani,GH,7.3399,-2.3268,84.61,60,72,5.08,broken clouds
426,Arlit,NE,18.7369,7.3853,102.25,5,35,15.46,scattered clouds
427,Port Lincoln,AU,-34.7333,135.8667,56.17,66,0,14.81,clear sky
428,Rafai,CF,4.95,23.9167,76.59,62,100,4.03,overcast clouds
429,Malinyi,TZ,-8.9333,36.1333,68.47,78,6,2.13,clear sky
430,Luang Prabang,LA,19.8856,102.1347,75.54,94,88,2.3,overcast clouds
431,Richards Bay,ZA,-28.783,32.0377,66.04,79,14,5.5,few clouds
432,Holguin,CU,20.8872,-76.2631,90.9,46,75,2.86,broken clouds
433,Belyy Yar,RU,53.6039,91.3903,42.69,93,92,3.18,overcast clouds
434,Nalut,LY,30.3333,10.85,99.27,8,24,9.35,few clouds
435,Coihaique,CL,-45.5752,-72.0662,44.55,57,90,5.75,overcast clouds
436,Abha,SA,18.2164,42.5053,70.05,64,20,2.86,few clouds
437,Avera,US,33.194,-82.5271,85.91,32,66,15.57,broken clouds
438,Acatlan,MX,20.15,-98.45,76.39,26,56,7.83,broken clouds
439,Kanata,CA,45.3159,-75.8985,66.51,25,32,4.0,scattered clouds
440,Khilok,RU,51.3674,110.4676,35.26,77,7,3.15,clear sky
441,Tiarei,PF,-17.5333,-149.3333,80.62,72,71,13.0,broken clouds
442,Sampit,ID,-2.5333,112.95,74.34,99,75,2.19,broken clouds
443,Discovery Bay,US,37.9085,-121.6002,73.96,41,1,24.16,clear sky
444,Hanna,CA,51.6334,-111.9018,61.88,38,59,10.0,broken clouds
445,Chillicothe,US,39.3331,-82.9824,52.75,79,90,10.29,overcast clouds
446,Rebrikha,RU,53.0733,82.3408,49.19,67,5,5.79,clear sky
447,Saint-Louis,SN,16.3333,-15.0,99.59,19,21,21.72,few clouds
448,Eyl,SO,7.9803,49.8164,80.55,78,80,22.03,broken clouds
449,Aleppo,SY,36.25,37.5,69.53,59,1,13.94,clear sky
450,Guanare,VE,9.0418,-69.7421,82.42,78,63,8.05,broken clouds
451,Lac Du Bonnet,CA,50.2536,-96.0612,61.59,59,99,15.3,overcast clouds
452,Santa Cruz De Tenerife,ES,28.4682,-16.2546,74.91,66,20,11.01,few clouds
453,Poddorye,RU,57.4695,31.1156,49.15,60,47,10.27,scattered clouds
454,Tutoia,BR,-2.7619,-42.2744,87.78,81,75,7.81,broken clouds
455,Arcachon,FR,44.5875,-1.0519,77.41,82,79,6.91,broken clouds
456,Verkhnyaya Khava,RU,51.8404,39.9413,66.27,90,79,1.34,moderate rain
457,Kifri,IQ,34.6959,44.9661,91.22,12,0,13.24,clear sky
458,Vanimo,PG,-2.6741,141.3028,78.06,89,95,3.6,moderate rain
459,Charters Towers,AU,-20.1,146.2667,55.11,86,3,6.93,clear sky
460,Felanitx,ES,39.4696,3.1483,76.44,51,0,4.43,clear sky
461,Upernavik,GL,72.7868,-56.1549,31.51,94,93,15.08,overcast clouds
462,Paliseul,BE,49.904,5.1354,63.79,63,65,9.19,broken clouds
463,Atar,MR,20.5169,-13.0499,106.93,9,100,19.77,overcast clouds
464,Maningrida,AU,-12.0667,134.2667,68.81,91,62,8.12,broken clouds
465,Kantunilkin,MX,21.0917,-87.45,89.44,29,1,2.26,clear sky
466,Broome,US,42.2506,-75.833,49.91,89,90,3.0,overcast clouds
467,Pemba,MZ,-12.974,40.5178,76.48,68,0,8.16,clear sky
468,Kasempa,ZM,-13.4584,25.8338,59.58,35,0,2.86,clear sky
469,Wangaratta,AU,-36.3667,146.3333,41.63,100,0,0.0,clear sky
470,Roseland,US,38.4221,-122.728,79.88,61,20,1.99,few clouds
471,Ketchikan,US,55.3422,-131.6461,52.27,66,90,9.22,overcast clouds
472,Mitu,CO,1.1983,-70.1733,87.04,61,31,2.42,scattered clouds
473,Mecca,SA,21.4267,39.8261,91.44,33,13,3.53,few clouds
474,Sete,FR,43.4018,3.6966,78.89,51,95,13.94,overcast clouds
475,Akdepe,TM,42.0551,59.3788,86.09,16,3,8.97,clear sky
476,Lavrentiya,RU,65.5833,-171.0,29.95,83,11,10.07,few clouds
477,Ust-Tsilma,RU,65.441,52.1498,37.94,76,74,5.01,broken clouds
478,Yanaul,RU,56.2719,54.9309,64.9,78,96,4.74,light rain
479,Caohe,CN,30.2297,115.4335,69.3,93,96,2.64,overcast clouds
480,Ouallam,NE,14.3188,2.0866,99.01,8,69,5.86,broken clouds
481,Carauari,BR,-4.8828,-66.8958,91.2,48,62,1.59,broken clouds
482,Camacupa,AO,-12.0167,17.4833,61.88,37,11,4.16,few clouds
483,Kaitangata,NZ,-46.2817,169.8464,48.96,93,100,11.12,moderate rain
484,Agadez,NE,19.75,10.25,97.65,8,27,8.5,scattered clouds
485,Labrea,BR,-7.2586,-64.7981,91.17,50,57,1.74,broken clouds
486,Sokolo,ML,14.7328,-6.1219,99.61,25,54,9.48,broken clouds
487,Tortoli,IT,39.9256,9.6572,75.97,66,49,1.86,scattered clouds
488,Jiuquan,CN,39.7432,98.5174,68.61,27,32,6.67,scattered clouds
489,Severo-Yeniseyskiy,RU,60.3725,93.0408,31.57,98,100,8.08,light snow
490,Remedios,CU,22.4947,-79.5458,84.07,61,8,8.86,clear sky
491,Tezu,IN,27.9167,96.1667,77.22,73,56,4.07,broken clouds
492,Torres,BR,-29.3353,-49.7269,68.49,78,35,10.27,scattered clouds
493,Mezen,RU,65.8522,44.24,33.62,95,100,14.72,light rain
494,Walvis Bay,NA,-22.9575,14.5053,59.09,67,66,12.75,broken clouds
495,Siocon,PH,7.7061,122.1353,79.16,81,66,1.23,broken clouds
496,Gurupa,BR,-1.405,-51.64,86.16,68,34,4.07,scattered clouds
497,Jawhar,SO,2.7809,45.5005,75.87,81,89,10.29,overcast clouds
498,Cacak,RS,43.8914,20.3497,65.8,80,87,2.93,overcast clouds
499,Nuuk,GL,64.1835,-51.7216,47.01,57,40,14.97,scattered clouds
500,Shimanovsk,RU,52.0,127.7,45.43,95,94,4.38,overcast clouds
501,Urucuca,BR,-14.5931,-39.2844,83.53,53,91,4.88,overcast clouds
502,Kocevje,SI,45.6433,14.8633,57.58,99,99,1.68,light rain
503,Betioky,MG,-23.7167,44.3833,62.31,82,17,1.39,few clouds
504,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.01,63,37,9.64,scattered clouds
505,Tel Aviv-Yafo,IL,32.0805,34.7805,76.1,75,20,5.06,few clouds
506,Ugoofaaru,MV,5.6667,73.0,83.77,72,67,19.71,broken clouds
507,Lawrenceburg,US,38.0373,-84.8966,52.56,82,90,4.0,overcast clouds
508,Oyama,JP,36.3,139.8,71.58,66,58,3.0,broken clouds
509,Tarakan,ID,3.3,117.6333,81.79,78,68,4.76,broken clouds
510,Taoudenni,ML,22.6783,-3.9836,112.62,5,43,15.82,scattered clouds
511,Seda,LV,57.65,25.75,56.32,52,23,8.81,few clouds
512,Angoram,PG,-4.0625,144.0661,73.96,99,78,1.88,broken clouds
513,Narsaq,GL,60.9167,-46.05,46.62,75,100,6.17,overcast clouds
514,Kirakira,SB,-10.4544,161.9205,76.57,92,98,3.33,light rain
515,Turka,UA,49.1541,23.0297,48.25,97,100,4.63,light rain
516,Semey,KZ,50.4111,80.2275,56.8,53,24,6.69,few clouds
517,Iberia,US,29.9502,-91.7507,82.47,69,75,5.19,broken clouds
518,Destin,US,30.3935,-86.4958,90.48,63,1,6.91,clear sky
519,Bubaque,GW,11.2833,-15.8333,79.47,69,30,16.73,scattered clouds
520,Chernyshevsk,RU,52.5243,117.0174,51.46,85,100,3.47,overcast clouds
521,Guarapari,BR,-20.6667,-40.4975,87.69,60,3,12.84,clear sky
522,Mazyr,BY,52.0495,29.2456,55.62,87,94,6.55,overcast clouds
523,Alenquer,BR,-1.9417,-54.7383,86.34,64,85,3.4,overcast clouds
524,Awbari,LY,26.5921,12.7805,99.1,8,8,7.76,clear sky
525,Itaperuna,BR,-21.205,-41.8878,90.9,39,4,6.71,clear sky
526,Tiznit,MA,29.5833,-9.5,71.11,60,100,5.77,overcast clouds
527,Vao,NC,-22.6667,167.4833,68.2,67,94,21.9,overcast clouds
528,Amudat,UG,1.95,34.95,73.13,61,72,6.51,broken clouds
529,Zambezi,ZM,-13.5432,23.1047,59.94,32,0,3.11,clear sky
530,Kungsbacka,SE,57.4872,12.0761,69.71,64,4,5.01,clear sky
531,Kloulklubed,PW,7.0419,134.2556,81.1,86,100,10.67,heavy intensity rain
532,Kerouane,GN,9.2667,-9.0167,82.36,59,90,0.4,overcast clouds
533,Vaitape,PF,-16.5167,-151.75,79.16,69,73,3.6,broken clouds
534,Kijang,KR,35.2442,129.2139,62.33,71,44,3.27,scattered clouds
535,Marrakesh,MA,31.6315,-8.0083,82.47,44,40,2.3,scattered clouds
536,Kudat,MY,6.8837,116.8477,80.38,84,100,9.04,overcast clouds
537,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,68,20,9.22,few clouds
538,Kitimat,CA,54.0524,-128.6534,57.9,69,80,1.86,broken clouds
539,Madimba,TZ,-10.4,40.3333,73.08,82,12,6.24,few clouds
540,Necochea,AR,-38.5473,-58.7368,50.04,52,92,22.41,overcast clouds
541,San Jose,US,37.3394,-121.895,71.96,62,75,6.91,broken clouds
542,Apache Junction,US,33.4151,-111.5496,95.74,8,1,5.99,clear sky
543,Lucapa,AO,-8.4192,20.7447,72.09,38,84,3.71,broken clouds
544,Noormarkku,FI,61.5927,21.8685,53.38,47,0,6.53,clear sky
545,Puerto Colombia,CO,10.9878,-74.9547,91.49,74,91,15.01,overcast clouds
546,Rewari,IN,28.1833,76.6167,93.0,45,32,15.88,scattered clouds
547,Mocajuba,BR,-2.5842,-49.5072,89.73,56,41,1.21,scattered clouds
548,Kargasok,RU,59.0556,80.8572,43.32,60,57,7.99,broken clouds
549,Buraydah,SA,26.326,43.975,96.04,9,12,11.68,few clouds
550,Saint-Georges,GD,12.0564,-61.7485,83.88,70,20,25.32,few clouds
551,Acajutla,SV,13.5928,-89.8275,91.8,62,81,7.61,broken clouds
552,Alappuzha,IN,9.49,76.3264,80.19,81,86,7.02,overcast clouds
553,Eyrarbakki,IS,63.863,-21.1481,47.44,87,100,27.38,moderate rain
554,Digby,CA,44.6169,-65.7655,46.69,93,100,8.63,overcast clouds
555,Tshikapa,CD,-6.4167,20.8,79.72,41,59,2.3,broken clouds
556,Tomohon,ID,1.3346,124.8392,68.94,93,98,1.36,overcast clouds
557,Point Pleasant,US,40.0832,-74.0682,51.98,87,90,1.99,light rain
558,Russell,US,32.3502,-85.1999,81.68,53,40,12.06,scattered clouds
559,Viransehir,TR,37.2353,39.7631,75.83,39,51,13.65,broken clouds
560,Ixtapa,MX,20.7,-105.2,83.43,65,1,12.66,clear sky
561,Mehamn,NO,71.0357,27.8492,40.84,80,96,15.57,overcast clouds
562,Beira,MZ,-19.8436,34.8389,69.89,83,0,9.4,clear sky
563,Yeppoon,AU,-23.1333,150.7333,60.58,71,97,14.61,overcast clouds
564,Tahe,CN,52.3333,124.7333,38.71,97,8,1.7,clear sky
565,Bontang,ID,0.1333,117.5,78.3,90,32,5.68,scattered clouds
566,Saint Marys,US,30.7305,-81.5465,92.01,55,1,1.99,clear sky
567,Salobrena,ES,36.7428,-3.5872,93.9,73,89,1.03,overcast clouds
568,Sarakhs,IR,36.5449,61.1577,91.54,18,0,2.3,clear sky
569,Belmonte,BR,-15.8631,-38.8828,81.1,68,91,7.36,overcast clouds
570,Conde,BR,-7.2597,-34.9075,81.86,69,40,14.7,scattered clouds
571,Husavik,IS,66.0449,-17.3389,58.91,58,72,12.46,broken clouds
572,Buckingham,GB,51.9997,-0.9878,67.95,80,49,7.7,scattered clouds
573,Khuzhir,RU,53.1939,107.3397,39.87,67,71,6.87,broken clouds
574,Kruisfontein,ZA,-34.0033,24.7314,53.89,87,56,15.66,light rain
575,San Ramon,US,37.7799,-121.978,70.59,71,20,1.01,few clouds
576,Jiehu,CN,35.5428,118.455,61.77,67,3,6.24,light rain
577,Almaty,KZ,43.25,76.95,64.31,59,3,7.61,clear sky
578,Gazli,UZ,40.1333,63.45,92.01,15,0,10.13,clear sky
579,Amol,IR,36.4696,52.3507,78.26,54,1,5.82,clear sky
580,Okhotsk,RU,59.3833,143.3,35.37,93,100,10.2,overcast clouds
581,Lososina,RU,48.9975,140.3106,42.48,98,100,9.53,light rain
582,Dillon,US,34.4166,-79.3712,88.2,53,100,12.17,overcast clouds
583,Isangel,VU,-19.55,169.2667,70.25,66,81,3.2,broken clouds
584,Iskateley,RU,67.6803,53.1512,35.56,61,87,12.86,overcast clouds
585,Aykhal,RU,66.0,111.5,49.66,63,22,7.81,few clouds
586,Noumea,NC,-22.2763,166.4572,71.01,99,96,12.97,overcast clouds
587,Deputatskiy,RU,69.3,139.9,43.09,58,69,6.08,broken clouds
588,Benguela,AO,-12.5763,13.4055,76.68,73,45,3.42,scattered clouds
589,Havelock,US,34.8791,-76.9013,88.05,79,75,8.99,broken clouds
590,Cutlerville,US,42.8409,-85.6636,64.2,35,20,1.99,few clouds
591,Alcantara,BR,-2.4089,-44.4147,88.0,62,82,7.58,broken clouds
592,Wynyard,AU,-41.0,145.7167,38.98,78,20,3.96,few clouds
593,Harper,LR,4.375,-7.7169,82.47,78,84,9.26,broken clouds
594,Gafargaon,BD,24.4333,90.5667,85.98,71,18,5.32,few clouds
595,Monrovia,LR,6.3005,-10.7969,83.97,83,100,6.26,light rain
596,Bilma,NE,18.6853,12.9164,95.58,7,13,1.12,few clouds
597,Black Diamond,US,47.3087,-122.0032,64.74,62,96,1.01,overcast clouds
598,Hurricane,US,37.1753,-113.2899,87.71,9,71,7.27,broken clouds
599,Verkh-Usugli,RU,52.7,115.1667,45.48,73,100,2.71,overcast clouds
600,Catamarca,AR,-28.4696,-65.7852,67.77,51,0,8.99,clear sky
601,Abu Samrah,SY,35.3029,37.1841,71.76,46,0,9.37,clear sky
602,Tagab,AF,34.855,69.6492,80.51,32,53,5.77,broken clouds
603,Mayo,US,38.8876,-76.5119,54.37,92,90,17.0,light rain
604,Jasper,US,37.2001,-94.3502,56.68,67,90,10.76,overcast clouds
605,Saint-Pierre,RE,-21.3393,55.4781,71.24,75,0,5.75,clear sky
606,Lander,US,42.833,-108.7307,61.79,51,40,0.0,scattered clouds
607,Krasnystaw,PL,50.9846,23.1742,57.4,86,100,7.72,overcast clouds
608,Kiunga,PG,-6.1219,141.2906,71.56,99,100,1.74,overcast clouds
609,Puerto Palomas,MX,31.7667,-107.6167,88.93,9,2,3.96,clear sky
610,Ust-Kalmanka,RU,52.1207,83.305,49.6,75,10,6.22,clear sky
611,Pacifica,US,37.6138,-122.4869,69.64,86,90,8.01,overcast clouds
612,Butka,RU,56.7179,63.7866,63.41,54,34,7.31,scattered clouds
613,Mackenzie,CA,55.2999,-123.1698,55.78,45,61,6.76,broken clouds
614,Brae,GB,60.3964,-1.353,46.31,79,6,5.99,clear sky
615,Lyubech,UA,51.7026,30.6569,55.18,93,72,6.13,broken clouds
616,Kavaratti,IN,10.5669,72.642,83.39,75,61,16.58,broken clouds
617,Pueblo,US,38.2545,-104.6091,81.45,55,6,1.01,clear sky
618,Damara,CF,4.9608,18.7035,81.19,61,76,2.08,broken clouds
619,Aguililla,MX,18.7333,-102.7333,90.34,34,65,4.74,broken clouds
620,Indramayu,ID,-6.3264,108.32,78.58,84,100,5.95,overcast clouds
621,Dedza,MW,-14.3779,34.3332,53.37,65,0,1.54,clear sky
622,Sicamous,CA,50.8331,-118.9856,63.28,46,11,2.57,few clouds
623,Gunjur,GM,13.2019,-16.7339,80.67,61,1,15.48,clear sky
624,Havre-Saint-Pierre,CA,50.2334,-63.5986,47.41,64,40,17.6,scattered clouds
625,Hualmay,PE,-11.0964,-77.6139,68.7,76,65,10.0,broken clouds
626,Jardim,BR,-21.4803,-56.1381,93.52,26,100,11.68,overcast clouds
627,Dakar,SN,14.6937,-17.4441,81.48,82,3,17.49,clear sky
628,Pevek,RU,69.7008,170.3133,40.95,62,2,10.04,clear sky
629,Mount Isa,AU,-20.7333,139.5,53.37,37,0,5.75,clear sky
630,Punta De Bombon,PE,-17.1717,-71.7931,67.48,82,60,8.25,broken clouds
631,Nantucket,US,41.2835,-70.0995,49.03,93,90,32.21,moderate rain
632,Kampot,KH,10.6167,104.1833,78.85,85,14,5.53,few clouds
633,Kamennogorsk,RU,60.9545,29.1339,52.61,61,53,4.7,broken clouds
634,Vestmanna,FO,62.1564,-7.1664,49.12,93,90,6.78,overcast clouds
635,Pio Xii,BR,-3.8325,-45.1525,87.42,59,36,5.32,scattered clouds
636,Coquimbo,CL,-29.9533,-71.3436,62.33,72,0,8.5,clear sky
637,Arman,RU,59.7,150.1667,36.27,99,100,3.38,overcast clouds
638,Wanxian,CN,30.8039,108.3897,69.46,83,98,3.96,overcast clouds
639,Pochutla,MX,15.7432,-96.4661,90.82,45,99,7.99,overcast clouds
640,Portland,US,45.5234,-122.6762,71.1,58,20,3.0,few clouds
641,Watsa,CD,3.0372,29.5355,65.37,97,96,3.85,light rain
642,Dinard,FR,48.6314,-2.0614,66.63,68,0,9.22,clear sky
643,Clarksville,US,36.5298,-87.3595,60.08,79,90,1.01,overcast clouds
644,The Pas,CA,53.8251,-101.2541,50.43,76,100,15.61,overcast clouds
645,Xuddur,SO,4.1213,43.8894,77.18,63,100,11.7,overcast clouds
646,Pesaro,IT,43.9036,12.8903,69.78,69,100,1.01,moderate rain
647,Oistins,BB,13.0667,-59.5333,86.09,54,40,19.57,scattered clouds
648,Port Hardy,CA,50.6996,-127.4199,48.2,72,79,5.46,broken clouds
649,Dezful,IR,32.3811,48.4058,97.92,7,0,12.93,clear sky
650,Lakshettipet,IN,18.8667,79.2167,92.55,44,68,14.09,broken clouds
651,Andra,RU,62.5147,65.8878,57.34,82,100,1.41,overcast clouds
652,Salta,AR,-24.7859,-65.4117,64.69,60,32,5.99,scattered clouds
653,Lake Havasu City,US,34.4839,-114.3224,94.06,9,1,5.99,clear sky
654,Jalu,LY,29.0331,21.5482,98.33,12,1,11.54,clear sky
655,Constantine,DZ,36.365,6.6147,69.08,62,75,8.28,broken clouds
656,Cap Malheureux,MU,-19.9842,57.6142,75.69,89,10,1.99,light rain
657,Tallahassee,US,30.4383,-84.2807,87.67,56,40,1.01,scattered clouds
658,Aksu,CN,41.1231,80.2644,78.76,24,50,6.64,scattered clouds
659,Kibala,TD,9.1104,18.3463,93.04,29,95,3.8,overcast clouds
660,Samarskoye,RU,46.9336,39.6814,74.21,88,89,10.96,overcast clouds
661,Seymchan,RU,62.8833,152.4333,39.06,70,13,6.82,few clouds
662,Adjumani,UG,3.3779,31.7909,73.6,78,93,3.13,overcast clouds
663,Kinkala,CG,-4.3614,14.7644,78.96,61,30,1.95,scattered clouds
664,Krasnoselkup,RU,65.7,82.4667,39.49,50,9,9.48,clear sky
665,Trogir,HR,43.5125,16.2517,71.65,37,0,5.75,clear sky
666,Murray Bridge,AU,-35.1167,139.2667,49.46,67,0,4.25,clear sky
667,Bonthe,SL,7.5264,-12.505,84.27,72,76,9.51,broken clouds
668,Sayyan,YE,15.1718,44.3244,69.46,25,47,6.49,scattered clouds
669,San Vicente,AR,-26.6167,-54.1333,70.39,65,90,5.23,overcast clouds
670,Buenos Aires,AR,-34.6132,-58.3772,55.96,33,0,9.22,clear sky
671,Tokur,RU,53.1333,132.9,37.06,95,87,3.15,overcast clouds
672,Barahona,DO,18.2085,-71.1008,87.62,70,20,18.41,few clouds
673,Miyang,CN,24.4042,103.4428,67.82,90,80,3.87,broken clouds
674,Koster,ZA,-25.863,26.8976,51.71,25,1,8.66,clear sky
675,Hvittingfoss,NO,59.4833,10.0167,75.45,42,4,1.01,clear sky
676,Karymskoye,RU,51.6167,114.35,43.84,58,88,9.04,overcast clouds
677,Kousseri,CM,12.0769,15.0306,98.56,9,25,4.61,scattered clouds
678,Bereda,ES,43.2686,-7.5406,65.41,75,74,6.96,broken clouds
679,Tianpeng,CN,30.9866,103.9393,68.47,80,94,3.56,overcast clouds
680,Catuday,PH,16.2923,119.8062,83.25,76,81,8.61,broken clouds
681,Kostomuksha,RU,64.571,30.5767,44.04,49,95,3.78,overcast clouds
682,Denpasar,ID,-8.65,115.2167,78.46,94,20,6.33,few clouds
683,Puerto Ayacucho,VE,5.6639,-67.6236,83.55,76,91,1.19,overcast clouds
684,Kharar,IN,30.7444,76.6478,84.56,50,12,9.19,few clouds
